item_id,func,split,layers,alpha,posmode,arm,seed,good_rank,bad_rank,argmax_tok,in_top5,is_top1,beats_bad,patch_norm
cat-feature,,heldout,3,0.5,all_no_bos,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,3,0.5,from_mention,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,3,0.5,from_mention,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,3,0.5,from_mention,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,3,0.5,from_mention,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,3,0.5,from_mention,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,3,0.5,from_mention,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,3,0.5,from_mention,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,3,0.5,answer_only,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,3,0.5,answer_only,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,3,0.5,answer_only,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,3,0.5,answer_only,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,3,0.5,answer_only,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,3,0.5,answer_only,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,3,0.5,answer_only,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,3,1.0,all_no_bos,lens,-1,15,2,257,0,0,0,
cat-feature,,heldout,3,1.0,all_no_bos,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,3,1.0,all_no_bos,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,3,1.0,all_no_bos,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,3,1.0,all_no_bos,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,3,1.0,all_no_bos,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,3,1.0,all_no_bos,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,3,1.0,from_mention,lens,-1,15,2,257,0,0,0,
cat-feature,,heldout,3,1.0,from_mention,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,3,1.0,from_mention,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,3,1.0,from_mention,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,3,1.0,from_mention,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,3,1.0,from_mention,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,3,1.0,from_mention,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,3,1.0,answer_only,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,3,1.0,answer_only,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,3,1.0,answer_only,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,3,1.0,answer_only,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,3,1.0,answer_only,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,3,1.0,answer_only,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,3,1.0,answer_only,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,3,2.0,all_no_bos,lens,-1,17,2,257,0,0,0,
cat-feature,,heldout,3,2.0,all_no_bos,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,3,2.0,all_no_bos,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,3,2.0,all_no_bos,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,3,2.0,all_no_bos,randnorm,0,12,3,257,0,0,0,
cat-feature,,heldout,3,2.0,all_no_bos,randnorm,1,9,2,257,0,0,0,
cat-feature,,heldout,3,2.0,all_no_bos,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,3,2.0,from_mention,lens,-1,17,2,257,0,0,0,
cat-feature,,heldout,3,2.0,from_mention,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,3,2.0,from_mention,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,3,2.0,from_mention,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,3,2.0,from_mention,randnorm,0,12,3,257,0,0,0,
cat-feature,,heldout,3,2.0,from_mention,randnorm,1,9,2,257,0,0,0,
cat-feature,,heldout,3,2.0,from_mention,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,3,2.0,answer_only,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,3,2.0,answer_only,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,3,2.0,answer_only,randdir,1,13,2,257,0,0,0,
cat-feature,,heldout,3,2.0,answer_only,randdir,2,11,2,257,0,0,0,
cat-feature,,heldout,3,2.0,answer_only,randnorm,0,14,3,257,0,0,0,
cat-feature,,heldout,3,2.0,answer_only,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,3,2.0,answer_only,randnorm,2,11,1,21060,0,0,0,
cat-feature,,heldout,4,0.5,all_no_bos,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,4,0.5,all_no_bos,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,4,0.5,all_no_bos,randdir,1,16,2,257,0,0,0,
cat-feature,,heldout,4,0.5,all_no_bos,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,4,0.5,all_no_bos,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,4,0.5,all_no_bos,randnorm,1,17,2,257,0,0,0,
cat-feature,,heldout,4,0.5,all_no_bos,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,4,0.5,from_mention,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,4,0.5,from_mention,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,4,0.5,from_mention,randdir,1,16,2,257,0,0,0,
cat-feature,,heldout,4,0.5,from_mention,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,4,0.5,from_mention,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,4,0.5,from_mention,randnorm,1,17,2,257,0,0,0,
cat-feature,,heldout,4,0.5,from_mention,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,4,0.5,answer_only,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,4,0.5,answer_only,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,4,0.5,answer_only,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,4,0.5,answer_only,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,4,0.5,answer_only,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,4,0.5,answer_only,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,4,0.5,answer_only,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,4,1.0,all_no_bos,lens,-1,15,2,257,0,0,0,
cat-feature,,heldout,4,1.0,all_no_bos,randdir,0,14,3,257,0,0,0,
cat-feature,,heldout,4,1.0,all_no_bos,randdir,1,23,2,257,0,0,0,
cat-feature,,heldout,4,1.0,all_no_bos,randdir,2,15,2,257,0,0,0,
cat-feature,,heldout,4,1.0,all_no_bos,randnorm,0,14,3,257,0,0,0,
cat-feature,,heldout,4,1.0,all_no_bos,randnorm,1,25,2,257,0,0,0,
cat-feature,,heldout,4,1.0,all_no_bos,randnorm,2,15,2,257,0,0,0,
cat-feature,,heldout,4,1.0,from_mention,lens,-1,15,2,257,0,0,0,
cat-feature,,heldout,4,1.0,from_mention,randdir,0,14,3,257,0,0,0,
cat-feature,,heldout,4,1.0,from_mention,randdir,1,23,2,257,0,0,0,
cat-feature,,heldout,4,1.0,from_mention,randdir,2,15,2,257,0,0,0,
cat-feature,,heldout,4,1.0,from_mention,randnorm,0,14,3,257,0,0,0,
cat-feature,,heldout,4,1.0,from_mention,randnorm,1,25,2,257,0,0,0,
cat-feature,,heldout,4,1.0,from_mention,randnorm,2,15,2,257,0,0,0,
cat-feature,,heldout,4,1.0,answer_only,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,4,1.0,answer_only,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,4,1.0,answer_only,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,4,1.0,answer_only,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,4,1.0,answer_only,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,4,1.0,answer_only,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,4,1.0,answer_only,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,4,2.0,all_no_bos,lens,-1,19,2,257,0,0,0,
cat-feature,,heldout,4,2.0,all_no_bos,randdir,0,20,3,257,0,0,0,
cat-feature,,heldout,4,2.0,all_no_bos,randdir,1,34,3,257,0,0,0,
cat-feature,,heldout,4,2.0,all_no_bos,randdir,2,19,3,257,0,0,0,
cat-feature,,heldout,4,2.0,all_no_bos,randnorm,0,15,3,257,0,0,0,
cat-feature,,heldout,4,2.0,all_no_bos,randnorm,1,37,3,257,0,0,0,
cat-feature,,heldout,4,2.0,all_no_bos,randnorm,2,17,2,257,0,0,0,
cat-feature,,heldout,4,2.0,from_mention,lens,-1,19,2,257,0,0,0,
cat-feature,,heldout,4,2.0,from_mention,randdir,0,20,3,257,0,0,0,
cat-feature,,heldout,4,2.0,from_mention,randdir,1,34,3,257,0,0,0,
cat-feature,,heldout,4,2.0,from_mention,randdir,2,19,3,257,0,0,0,
cat-feature,,heldout,4,2.0,from_mention,randnorm,0,15,3,257,0,0,0,
cat-feature,,heldout,4,2.0,from_mention,randnorm,1,37,3,257,0,0,0,
cat-feature,,heldout,4,2.0,from_mention,randnorm,2,17,2,257,0,0,0,
cat-feature,,heldout,4,2.0,answer_only,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,4,2.0,answer_only,randdir,0,13,2,257,0,0,0,
cat-feature,,heldout,4,2.0,answer_only,randdir,1,15,2,257,0,0,0,
cat-feature,,heldout,4,2.0,answer_only,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,4,2.0,answer_only,randnorm,0,13,2,257,0,0,0,
cat-feature,,heldout,4,2.0,answer_only,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,4,2.0,answer_only,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,all_no_bos,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,all_no_bos,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,all_no_bos,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,all_no_bos,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,all_no_bos,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,all_no_bos,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,all_no_bos,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,from_mention,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,from_mention,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,from_mention,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,from_mention,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,from_mention,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,from_mention,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,from_mention,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,answer_only,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,answer_only,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,answer_only,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,answer_only,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,answer_only,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,answer_only,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,5,0.5,answer_only,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,5,1.0,all_no_bos,lens,-1,20,2,257,0,0,0,
cat-feature,,heldout,5,1.0,all_no_bos,randdir,0,11,2,257,0,0,0,
cat-feature,,heldout,5,1.0,all_no_bos,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,5,1.0,all_no_bos,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,5,1.0,all_no_bos,randnorm,0,11,2,257,0,0,0,
cat-feature,,heldout,5,1.0,all_no_bos,randnorm,1,14,1,21060,0,0,0,
cat-feature,,heldout,5,1.0,all_no_bos,randnorm,2,21,2,257,0,0,0,
cat-feature,,heldout,5,1.0,from_mention,lens,-1,20,2,257,0,0,0,
cat-feature,,heldout,5,1.0,from_mention,randdir,0,11,2,257,0,0,0,
cat-feature,,heldout,5,1.0,from_mention,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,5,1.0,from_mention,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,5,1.0,from_mention,randnorm,0,11,2,257,0,0,0,
cat-feature,,heldout,5,1.0,from_mention,randnorm,1,14,1,21060,0,0,0,
cat-feature,,heldout,5,1.0,from_mention,randnorm,2,21,2,257,0,0,0,
cat-feature,,heldout,5,1.0,answer_only,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,5,1.0,answer_only,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,5,1.0,answer_only,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,5,1.0,answer_only,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,5,1.0,answer_only,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,5,1.0,answer_only,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,5,1.0,answer_only,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,5,2.0,all_no_bos,lens,-1,30,2,257,0,0,0,
cat-feature,,heldout,5,2.0,all_no_bos,randdir,0,11,2,257,0,0,0,
cat-feature,,heldout,5,2.0,all_no_bos,randdir,1,12,1,21060,0,0,0,
cat-feature,,heldout,5,2.0,all_no_bos,randdir,2,18,2,257,0,0,0,
cat-feature,,heldout,5,2.0,all_no_bos,randnorm,0,10,2,257,0,0,0,
cat-feature,,heldout,5,2.0,all_no_bos,randnorm,1,12,1,21060,0,0,0,
cat-feature,,heldout,5,2.0,all_no_bos,randnorm,2,36,3,257,0,0,0,
cat-feature,,heldout,5,2.0,from_mention,lens,-1,30,2,257,0,0,0,
cat-feature,,heldout,5,2.0,from_mention,randdir,0,11,2,257,0,0,0,
cat-feature,,heldout,5,2.0,from_mention,randdir,1,12,1,21060,0,0,0,
cat-feature,,heldout,5,2.0,from_mention,randdir,2,18,2,257,0,0,0,
cat-feature,,heldout,5,2.0,from_mention,randnorm,0,10,2,257,0,0,0,
cat-feature,,heldout,5,2.0,from_mention,randnorm,1,12,1,21060,0,0,0,
cat-feature,,heldout,5,2.0,from_mention,randnorm,2,36,3,257,0,0,0,
cat-feature,,heldout,5,2.0,answer_only,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,5,2.0,answer_only,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,5,2.0,answer_only,randdir,1,12,1,21060,0,0,0,
cat-feature,,heldout,5,2.0,answer_only,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,5,2.0,answer_only,randnorm,0,13,3,257,0,0,0,
cat-feature,,heldout,5,2.0,answer_only,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,5,2.0,answer_only,randnorm,2,14,3,257,0,0,0,
cat-feature,,heldout,6,0.5,all_no_bos,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,all_no_bos,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,all_no_bos,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,all_no_bos,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,all_no_bos,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,all_no_bos,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,all_no_bos,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,from_mention,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,from_mention,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,from_mention,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,from_mention,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,from_mention,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,from_mention,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,from_mention,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,answer_only,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,answer_only,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,answer_only,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,answer_only,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,answer_only,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,answer_only,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,6,0.5,answer_only,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,6,1.0,all_no_bos,lens,-1,15,2,257,0,0,0,
cat-feature,,heldout,6,1.0,all_no_bos,randdir,0,12,2,257,0,0,0,
cat-feature,,heldout,6,1.0,all_no_bos,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,6,1.0,all_no_bos,randdir,2,13,2,257,0,0,0,
cat-feature,,heldout,6,1.0,all_no_bos,randnorm,0,12,2,257,0,0,0,
cat-feature,,heldout,6,1.0,all_no_bos,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,6,1.0,all_no_bos,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,6,1.0,from_mention,lens,-1,15,2,257,0,0,0,
cat-feature,,heldout,6,1.0,from_mention,randdir,0,12,2,257,0,0,0,
cat-feature,,heldout,6,1.0,from_mention,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,6,1.0,from_mention,randdir,2,13,2,257,0,0,0,
cat-feature,,heldout,6,1.0,from_mention,randnorm,0,12,2,257,0,0,0,
cat-feature,,heldout,6,1.0,from_mention,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,6,1.0,from_mention,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,6,1.0,answer_only,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,6,1.0,answer_only,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,6,1.0,answer_only,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,6,1.0,answer_only,randdir,2,11,2,257,0,0,0,
cat-feature,,heldout,6,1.0,answer_only,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,6,1.0,answer_only,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,6,1.0,answer_only,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,6,2.0,all_no_bos,lens,-1,17,2,257,0,0,0,
cat-feature,,heldout,6,2.0,all_no_bos,randdir,0,11,2,257,0,0,0,
cat-feature,,heldout,6,2.0,all_no_bos,randdir,1,13,1,21060,0,0,0,
cat-feature,,heldout,6,2.0,all_no_bos,randdir,2,14,4,257,0,0,0,
cat-feature,,heldout,6,2.0,all_no_bos,randnorm,0,11,2,257,0,0,0,
cat-feature,,heldout,6,2.0,all_no_bos,randnorm,1,13,2,257,0,0,0,
cat-feature,,heldout,6,2.0,all_no_bos,randnorm,2,15,3,257,0,0,0,
cat-feature,,heldout,6,2.0,from_mention,lens,-1,17,2,257,0,0,0,
cat-feature,,heldout,6,2.0,from_mention,randdir,0,11,2,257,0,0,0,
cat-feature,,heldout,6,2.0,from_mention,randdir,1,13,1,21060,0,0,0,
cat-feature,,heldout,6,2.0,from_mention,randdir,2,14,4,257,0,0,0,
cat-feature,,heldout,6,2.0,from_mention,randnorm,0,11,2,257,0,0,0,
cat-feature,,heldout,6,2.0,from_mention,randnorm,1,13,2,257,0,0,0,
cat-feature,,heldout,6,2.0,from_mention,randnorm,2,15,3,257,0,0,0,
cat-feature,,heldout,6,2.0,answer_only,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,6,2.0,answer_only,randdir,0,12,2,257,0,0,0,
cat-feature,,heldout,6,2.0,answer_only,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,6,2.0,answer_only,randdir,2,11,1,21060,0,0,0,
cat-feature,,heldout,6,2.0,answer_only,randnorm,0,13,2,257,0,0,0,
cat-feature,,heldout,6,2.0,answer_only,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,6,2.0,answer_only,randnorm,2,12,2,257,0,0,0,
cat-feature,,heldout,7,0.5,all_no_bos,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,all_no_bos,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,all_no_bos,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,all_no_bos,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,all_no_bos,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,all_no_bos,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,all_no_bos,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,from_mention,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,from_mention,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,from_mention,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,from_mention,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,from_mention,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,from_mention,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,from_mention,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,answer_only,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,answer_only,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,answer_only,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,answer_only,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,answer_only,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,answer_only,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,7,0.5,answer_only,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,7,1.0,all_no_bos,lens,-1,15,2,257,0,0,0,
cat-feature,,heldout,7,1.0,all_no_bos,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,7,1.0,all_no_bos,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,7,1.0,all_no_bos,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,7,1.0,all_no_bos,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,7,1.0,all_no_bos,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,7,1.0,all_no_bos,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,7,1.0,from_mention,lens,-1,15,2,257,0,0,0,
cat-feature,,heldout,7,1.0,from_mention,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,7,1.0,from_mention,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,7,1.0,from_mention,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,7,1.0,from_mention,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,7,1.0,from_mention,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,7,1.0,from_mention,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,7,1.0,answer_only,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,7,1.0,answer_only,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,7,1.0,answer_only,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,7,1.0,answer_only,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,7,1.0,answer_only,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,7,1.0,answer_only,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,7,1.0,answer_only,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,7,2.0,all_no_bos,lens,-1,19,2,257,0,0,0,
cat-feature,,heldout,7,2.0,all_no_bos,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,7,2.0,all_no_bos,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,7,2.0,all_no_bos,randdir,2,15,2,257,0,0,0,
cat-feature,,heldout,7,2.0,all_no_bos,randnorm,0,13,2,257,0,0,0,
cat-feature,,heldout,7,2.0,all_no_bos,randnorm,1,12,2,257,0,0,0,
cat-feature,,heldout,7,2.0,all_no_bos,randnorm,2,15,2,257,0,0,0,
cat-feature,,heldout,7,2.0,from_mention,lens,-1,19,2,257,0,0,0,
cat-feature,,heldout,7,2.0,from_mention,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,7,2.0,from_mention,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,7,2.0,from_mention,randdir,2,15,2,257,0,0,0,
cat-feature,,heldout,7,2.0,from_mention,randnorm,0,13,2,257,0,0,0,
cat-feature,,heldout,7,2.0,from_mention,randnorm,1,12,2,257,0,0,0,
cat-feature,,heldout,7,2.0,from_mention,randnorm,2,15,2,257,0,0,0,
cat-feature,,heldout,7,2.0,answer_only,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,7,2.0,answer_only,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,7,2.0,answer_only,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,7,2.0,answer_only,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,7,2.0,answer_only,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,7,2.0,answer_only,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,7,2.0,answer_only,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,all_no_bos,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,all_no_bos,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,all_no_bos,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,all_no_bos,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,all_no_bos,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,all_no_bos,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,all_no_bos,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,from_mention,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,from_mention,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,from_mention,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,from_mention,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,from_mention,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,from_mention,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,from_mention,randnorm,2,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,answer_only,lens,-1,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,answer_only,randdir,0,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,answer_only,randdir,1,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,answer_only,randdir,2,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,answer_only,randnorm,0,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,answer_only,randnorm,1,14,2,257,0,0,0,
cat-feature,,heldout,8,0.5,answer_only,randnorm,2,14,2,257,0,0,0,
