arm,family,layer,n,median_share,q25,q75,mean_share,median_n_atoms
gauss4244,clean_mean,8,125,0.371616,0.367554,0.376239,0.372162,25.0
gauss4244,clean_mean,9,125,0.374661,0.370930,0.379491,0.375064,25.0
gauss4244,clean_mean,10,125,0.385408,0.381737,0.389283,0.385426,25.0
gauss4244,clean_mean,11,125,0.394418,0.390060,0.399324,0.393950,25.0
gauss4244,directions,0,2,0.375990,0.373280,0.378701,0.375990,25.0
gauss4244,directions,1,2,0.375990,0.373280,0.378701,0.375990,25.0
gauss4244,directions,2,2,0.375990,0.373280,0.378701,0.375990,25.0
gauss4244,directions,3,2,0.375990,0.373280,0.378701,0.375990,25.0
gauss4244,directions,4,2,0.375990,0.373280,0.378701,0.375990,25.0
gauss4244,directions,5,2,0.375990,0.373280,0.378701,0.375990,25.0
gauss4244,directions,6,2,0.375990,0.373280,0.378701,0.375990,25.0
gauss4244,directions,7,2,0.375990,0.373280,0.378701,0.375990,25.0
gauss4244,directions,8,2,0.375990,0.373280,0.378701,0.375990,25.0
gauss4244,directions,9,2,0.375990,0.373280,0.378701,0.375990,25.0
gauss4244,directions,10,2,0.375990,0.373280,0.378701,0.375990,25.0
gauss4244,directions,11,2,0.375990,0.373280,0.378701,0.375990,25.0
gauss4244,lang,0,125,0.373055,0.368888,0.375495,0.372036,25.0
gauss4244,lang,1,125,0.370520,0.368566,0.372473,0.371104,25.0
gauss4244,lang,2,125,0.385518,0.382918,0.387573,0.384876,25.0
gauss4244,lang,3,125,0.384140,0.381259,0.386221,0.383799,25.0
gauss4244,lang,4,125,0.387203,0.385436,0.390259,0.386746,25.0
gauss4244,lang,5,125,0.386714,0.384557,0.388193,0.385298,25.0
gauss4244,lang,6,125,0.384217,0.382200,0.385913,0.384882,25.0
gauss4244,lang,7,125,0.381489,0.378389,0.386029,0.382207,25.0
gauss4244,lang,8,125,0.378620,0.377233,0.383120,0.381262,25.0
gauss4244,lang,9,125,0.381079,0.376675,0.381893,0.379593,25.0
gauss4244,lang,10,125,0.379450,0.371577,0.382195,0.377511,25.0
gauss4244,lang,11,125,0.367690,0.360699,0.370944,0.365911,25.0
gauss4244,named,0,10,0.374511,0.371607,0.379922,0.376321,25.0
gauss4244,named,1,10,0.370475,0.366071,0.378451,0.374135,25.0
gauss4244,named,2,10,0.374748,0.372498,0.386174,0.378426,25.0
gauss4244,named,3,10,0.375661,0.370661,0.383525,0.376945,25.0
gauss4244,named,4,10,0.377203,0.373987,0.384294,0.379118,25.0
gauss4244,named,5,10,0.377319,0.373430,0.383369,0.378796,25.0
gauss4244,named,6,10,0.379833,0.376543,0.384851,0.379605,25.0
gauss4244,named,7,10,0.376225,0.372391,0.380003,0.376567,25.0
gauss4244,named,8,10,0.373060,0.369169,0.377534,0.374556,25.0
gauss4244,named,9,10,0.371953,0.369307,0.378845,0.374385,25.0
gauss4244,named,10,10,0.373556,0.372234,0.377741,0.375940,25.0
gauss4244,named,11,10,0.368821,0.366131,0.374329,0.369638,25.0
gauss4244,noise17,0,125,0.368784,0.362772,0.373619,0.368282,25.0
gauss4244,noise17,1,125,0.368529,0.363656,0.373336,0.368889,25.0
gauss4244,noise17,2,125,0.382106,0.373974,0.387682,0.378998,25.0
gauss4244,noise17,3,125,0.380815,0.373910,0.385846,0.378177,25.0
gauss4244,noise17,4,125,0.382918,0.371584,0.386908,0.378551,25.0
gauss4244,noise17,5,125,0.383030,0.372229,0.387778,0.379468,25.0
gauss4244,noise17,6,125,0.382202,0.375176,0.386970,0.379060,25.0
gauss4244,noise17,7,125,0.378663,0.376056,0.387225,0.379459,25.0
gauss4244,noise17,8,125,0.377365,0.372819,0.388369,0.379222,25.0
gauss4244,noise17,9,125,0.376057,0.370128,0.382845,0.375278,25.0
gauss4244,noise17,10,125,0.372507,0.368112,0.380479,0.372956,25.0
gauss4244,noise17,11,125,0.370183,0.364159,0.372619,0.368604,25.0
gauss4244,nullold,0,125,0.367416,0.363251,0.372378,0.367531,25.0
gauss4244,nullold,1,125,0.373481,0.367767,0.378117,0.372234,25.0
gauss4244,nullold,2,125,0.391037,0.379874,0.396784,0.388586,25.0
gauss4244,nullold,3,125,0.389256,0.379308,0.398662,0.387944,25.0
gauss4244,nullold,4,125,0.386743,0.379848,0.390741,0.385361,25.0
gauss4244,nullold,5,125,0.387362,0.380530,0.392715,0.385644,25.0
gauss4244,nullold,6,125,0.385703,0.378686,0.390832,0.384781,25.0
gauss4244,nullold,7,125,0.386185,0.377447,0.390145,0.383985,25.0
gauss4244,nullold,8,125,0.383119,0.378232,0.386916,0.381386,25.0
gauss4244,nullold,9,125,0.385583,0.376872,0.388515,0.382298,25.0
gauss4244,nullold,10,125,0.387120,0.375827,0.392140,0.384532,25.0
gauss4244,nullold,11,125,0.363931,0.360279,0.366492,0.363868,25.0
lens,clean_last,0,125,0.025684,0.014493,0.059491,0.038373,10.0
lens,clean_last,1,125,0.042211,0.026717,0.070208,0.053680,13.0
lens,clean_last,2,125,0.035789,0.025016,0.061885,0.045004,10.0
lens,clean_last,3,125,0.030609,0.021741,0.048368,0.037096,7.0
lens,clean_last,4,125,0.024500,0.016666,0.038453,0.030493,7.0
lens,clean_last,5,125,0.024278,0.015369,0.034946,0.026974,7.0
lens,clean_last,6,125,0.021387,0.014526,0.029309,0.023430,7.0
lens,clean_last,7,125,0.025123,0.016521,0.035326,0.027589,7.0
lens,clean_last,8,125,0.034463,0.025959,0.042499,0.035455,9.0
lens,clean_last,9,125,0.034752,0.027122,0.043705,0.035882,9.0
lens,clean_last,10,125,0.015662,0.011352,0.019357,0.016375,8.0
lens,clean_last,11,125,0.155591,0.123716,0.181548,0.151986,6.0
lens,clean_mean,0,125,0.011512,0.009903,0.014068,0.012779,16.0
lens,clean_mean,1,125,0.028588,0.026581,0.031245,0.028601,24.0
lens,clean_mean,2,125,0.004809,0.004532,0.005052,0.004836,16.0
lens,clean_mean,3,125,0.003183,0.003024,0.003393,0.003298,12.0
lens,clean_mean,4,125,0.002906,0.002591,0.003257,0.003026,6.0
lens,clean_mean,5,125,0.004890,0.004522,0.005310,0.005070,5.0
lens,clean_mean,6,125,0.002441,0.002185,0.002835,0.002681,3.0
lens,clean_mean,7,125,0.005425,0.004871,0.006253,0.005818,3.0
lens,clean_mean,8,125,0.010934,0.010126,0.012357,0.011587,4.0
lens,clean_mean,9,125,0.017516,0.016493,0.019150,0.017951,5.0
lens,clean_mean,10,125,0.024615,0.023160,0.025906,0.025106,8.0
lens,clean_mean,11,125,0.162646,0.143820,0.179748,0.162897,6.0
lens,directions,0,2,0.002425,0.001257,0.003594,0.002425,15.5
lens,directions,1,2,0.002006,0.001733,0.002279,0.002006,14.0
lens,directions,2,2,0.001340,0.001186,0.001495,0.001340,21.0
lens,directions,3,2,0.002380,0.001461,0.003299,0.002380,15.5
lens,directions,4,2,0.005436,0.003364,0.007509,0.005436,12.5
lens,directions,5,2,0.007212,0.005067,0.009357,0.007212,14.5
lens,directions,6,2,0.006288,0.003679,0.008896,0.006288,13.5
lens,directions,7,2,0.006862,0.005046,0.008677,0.006862,14.5
lens,directions,8,2,0.007358,0.006862,0.007854,0.007358,11.5
lens,directions,9,2,0.010314,0.007799,0.012830,0.010314,8.0
lens,directions,10,2,0.022934,0.019056,0.026811,0.022934,8.5
lens,directions,11,2,0.134088,0.123487,0.144689,0.134088,7.5
lens,lang,0,125,0.031279,0.027848,0.033668,0.030920,6.0
lens,lang,1,125,0.044776,0.029143,0.047359,0.041344,7.0
lens,lang,2,125,0.026040,0.012189,0.028288,0.023302,8.0
lens,lang,3,125,0.015975,0.005634,0.017387,0.013729,5.0
lens,lang,4,125,0.015366,0.004677,0.016480,0.013076,4.0
lens,lang,5,125,0.021723,0.011104,0.022320,0.019249,4.0
lens,lang,6,125,0.015195,0.007100,0.015559,0.012979,3.0
lens,lang,7,125,0.020372,0.010591,0.020662,0.018199,3.0
lens,lang,8,125,0.013749,0.013529,0.015703,0.015029,5.0
lens,lang,9,125,0.015282,0.015146,0.022561,0.017668,6.0
lens,lang,10,125,0.014530,0.014384,0.035682,0.020882,6.0
lens,lang,11,125,0.089910,0.018167,0.093192,0.073499,5.0
lens,named,0,10,0.021020,0.016678,0.027363,0.025473,8.0
lens,named,1,10,0.027227,0.026495,0.027708,0.031205,8.5
lens,named,2,10,0.019758,0.018620,0.022452,0.019922,8.5
lens,named,3,10,0.013564,0.010673,0.013915,0.012224,6.0
lens,named,4,10,0.012558,0.008675,0.013155,0.011265,4.5
lens,named,5,10,0.016340,0.013656,0.016582,0.016044,6.0
lens,named,6,10,0.012788,0.010400,0.013141,0.012308,5.5
lens,named,7,10,0.017242,0.016149,0.017395,0.017428,6.0
lens,named,8,10,0.014909,0.014318,0.016956,0.016779,6.0
lens,named,9,10,0.020666,0.019891,0.022288,0.021815,9.0
lens,named,10,10,0.017383,0.012590,0.025909,0.020561,7.5
lens,named,11,10,0.132254,0.067948,0.133100,0.100494,5.0
lens,noise17,0,125,0.031957,0.028023,0.037214,0.033384,9.0
lens,noise17,1,125,0.045861,0.039949,0.050415,0.046145,9.0
lens,noise17,2,125,0.028360,0.025252,0.031389,0.028566,8.0
lens,noise17,3,125,0.017309,0.014847,0.019298,0.017663,6.0
lens,noise17,4,125,0.016422,0.014043,0.018508,0.016808,4.0
lens,noise17,5,125,0.022356,0.019461,0.024204,0.022171,4.0
lens,noise17,6,125,0.014987,0.013699,0.016147,0.014993,4.0
lens,noise17,7,125,0.020201,0.018907,0.021597,0.020906,3.0
lens,noise17,8,125,0.016628,0.013324,0.020804,0.017800,5.0
lens,noise17,9,125,0.016798,0.015241,0.022120,0.019612,7.0
lens,noise17,10,125,0.017428,0.014565,0.025589,0.020741,7.0
lens,noise17,11,125,0.092205,0.068465,0.106930,0.083145,5.0
lens,nullold,0,125,0.072315,0.066648,0.075215,0.069785,15.0
lens,nullold,1,125,0.068008,0.066746,0.072450,0.070083,17.0
lens,nullold,2,125,0.024767,0.023806,0.025852,0.025947,15.0
lens,nullold,3,125,0.014294,0.013535,0.014751,0.014908,9.0
lens,nullold,4,125,0.011019,0.010561,0.011263,0.011491,6.0
lens,nullold,5,125,0.010797,0.010541,0.011098,0.011194,5.0
lens,nullold,6,125,0.007810,0.007140,0.008044,0.007810,2.0
lens,nullold,7,125,0.012687,0.011412,0.012964,0.012375,4.0
lens,nullold,8,125,0.017629,0.014387,0.018043,0.016707,5.0
lens,nullold,9,125,0.022260,0.017054,0.022577,0.020826,6.0
lens,nullold,10,125,0.035261,0.029320,0.035766,0.032268,7.0
lens,nullold,11,125,0.007820,0.006664,0.009042,0.013570,13.0
lens_centred,clean_last,0,125,0.025684,0.014493,0.059491,0.038373,10.0
lens_centred,clean_last,1,125,0.042211,0.026717,0.070208,0.053680,13.0
lens_centred,clean_last,2,125,0.035789,0.025016,0.061885,0.045004,10.0
lens_centred,clean_last,3,125,0.030609,0.021741,0.048368,0.037096,7.0
lens_centred,clean_last,4,125,0.024500,0.016666,0.038453,0.030493,7.0
lens_centred,clean_last,5,125,0.024278,0.015369,0.034946,0.026974,7.0
lens_centred,clean_last,6,125,0.021387,0.014526,0.029309,0.023430,7.0
lens_centred,clean_last,7,125,0.025123,0.016521,0.035326,0.027589,7.0
lens_centred,clean_last,8,125,0.034463,0.025959,0.042499,0.035455,9.0
lens_centred,clean_last,9,125,0.034752,0.027122,0.043705,0.035882,9.0
lens_centred,clean_last,10,125,0.015662,0.011352,0.019357,0.016375,8.0
lens_centred,clean_last,11,125,0.155591,0.123716,0.181548,0.151986,6.0
lens_centred,clean_mean,0,125,0.011512,0.009903,0.014068,0.012779,16.0
lens_centred,clean_mean,1,125,0.028588,0.026581,0.031245,0.028601,24.0
lens_centred,clean_mean,2,125,0.004809,0.004532,0.005052,0.004836,16.0
lens_centred,clean_mean,3,125,0.003183,0.003024,0.003393,0.003298,12.0
lens_centred,clean_mean,4,125,0.002906,0.002591,0.003257,0.003026,6.0
lens_centred,clean_mean,5,125,0.004890,0.004522,0.005310,0.005070,5.0
lens_centred,clean_mean,6,125,0.002441,0.002185,0.002835,0.002681,3.0
lens_centred,clean_mean,7,125,0.005425,0.004871,0.006253,0.005818,3.0
lens_centred,clean_mean,8,125,0.010934,0.010126,0.012357,0.011587,4.0
lens_centred,clean_mean,9,125,0.017516,0.016493,0.019150,0.017951,5.0
lens_centred,clean_mean,10,125,0.024615,0.023160,0.025906,0.025106,8.0
lens_centred,clean_mean,11,125,0.162646,0.143820,0.179748,0.162897,6.0
lens_centred,directions,0,2,0.002425,0.001257,0.003594,0.002425,15.5
lens_centred,directions,1,2,0.002006,0.001733,0.002279,0.002006,14.0
lens_centred,directions,2,2,0.001340,0.001186,0.001495,0.001340,21.0
lens_centred,directions,3,2,0.002380,0.001461,0.003299,0.002380,15.5
lens_centred,directions,4,2,0.005436,0.003364,0.007509,0.005436,12.5
lens_centred,directions,5,2,0.007212,0.005067,0.009357,0.007212,14.5
lens_centred,directions,6,2,0.006288,0.003679,0.008896,0.006288,13.5
lens_centred,directions,7,2,0.006862,0.005046,0.008677,0.006862,14.5
lens_centred,directions,8,2,0.007358,0.006862,0.007854,0.007358,11.5
lens_centred,directions,9,2,0.010314,0.007799,0.012830,0.010314,8.0
lens_centred,directions,10,2,0.022934,0.019056,0.026811,0.022934,8.5
lens_centred,directions,11,2,0.134088,0.123487,0.144689,0.134088,7.5
lens_centred,lang,0,125,0.031279,0.027848,0.033668,0.030920,6.0
lens_centred,lang,1,125,0.044776,0.029143,0.047359,0.041344,7.0
lens_centred,lang,2,125,0.026040,0.012189,0.028288,0.023302,8.0
lens_centred,lang,3,125,0.015975,0.005634,0.017387,0.013729,5.0
lens_centred,lang,4,125,0.015366,0.004677,0.016480,0.013076,4.0
lens_centred,lang,5,125,0.021723,0.011104,0.022320,0.019249,4.0
lens_centred,lang,6,125,0.015195,0.007100,0.015559,0.012979,3.0
lens_centred,lang,7,125,0.020372,0.010591,0.020662,0.018199,3.0
lens_centred,lang,8,125,0.013749,0.013529,0.015703,0.015029,5.0
lens_centred,lang,9,125,0.015282,0.015146,0.022561,0.017668,6.0
lens_centred,lang,10,125,0.014530,0.014384,0.035682,0.020882,6.0
lens_centred,lang,11,125,0.089910,0.018167,0.093192,0.073499,5.0
lens_centred,named,0,10,0.021020,0.016678,0.027363,0.025473,8.0
lens_centred,named,1,10,0.027227,0.026495,0.027708,0.031205,8.5
lens_centred,named,2,10,0.019758,0.018620,0.022452,0.019922,8.5
lens_centred,named,3,10,0.013564,0.010673,0.013915,0.012224,6.0
lens_centred,named,4,10,0.012558,0.008675,0.013155,0.011265,4.5
lens_centred,named,5,10,0.016340,0.013656,0.016582,0.016044,6.0
lens_centred,named,6,10,0.012788,0.010400,0.013141,0.012308,5.5
lens_centred,named,7,10,0.017242,0.016149,0.017395,0.017428,6.0
lens_centred,named,8,10,0.014909,0.014318,0.016956,0.016779,6.0
lens_centred,named,9,10,0.020666,0.019891,0.022288,0.021815,9.0
lens_centred,named,10,10,0.017383,0.012590,0.025909,0.020561,7.5
lens_centred,named,11,10,0.132254,0.067948,0.133100,0.100494,5.0
lens_centred,noise17,0,125,0.031957,0.028023,0.037214,0.033384,9.0
lens_centred,noise17,1,125,0.045861,0.039949,0.050415,0.046145,9.0
lens_centred,noise17,2,125,0.028360,0.025252,0.031389,0.028566,8.0
lens_centred,noise17,3,125,0.017309,0.014847,0.019298,0.017663,6.0
lens_centred,noise17,4,125,0.016422,0.014043,0.018508,0.016808,4.0
lens_centred,noise17,5,125,0.022356,0.019461,0.024204,0.022171,4.0
lens_centred,noise17,6,125,0.014987,0.013699,0.016147,0.014993,4.0
lens_centred,noise17,7,125,0.020201,0.018907,0.021597,0.020906,3.0
lens_centred,noise17,8,125,0.016628,0.013324,0.020804,0.017800,5.0
lens_centred,noise17,9,125,0.016798,0.015241,0.022120,0.019612,7.0
lens_centred,noise17,10,125,0.017428,0.014565,0.025589,0.020741,7.0
lens_centred,noise17,11,125,0.092205,0.068465,0.106930,0.083145,5.0
lens_centred,nullold,0,125,0.072315,0.066648,0.075215,0.069785,15.0
lens_centred,nullold,1,125,0.068008,0.066746,0.072450,0.070083,17.0
lens_centred,nullold,2,125,0.024767,0.023806,0.025852,0.025947,15.0
lens_centred,nullold,3,125,0.014294,0.013535,0.014751,0.014908,9.0
lens_centred,nullold,4,125,0.011019,0.010561,0.011263,0.011491,6.0
lens_centred,nullold,5,125,0.010797,0.010541,0.011098,0.011194,5.0
lens_centred,nullold,6,125,0.007810,0.007140,0.008044,0.007810,2.0
lens_centred,nullold,7,125,0.012687,0.011412,0.012964,0.012375,4.0
lens_centred,nullold,8,125,0.017629,0.014387,0.018043,0.016707,5.0
lens_centred,nullold,9,125,0.022260,0.017054,0.022577,0.020826,6.0
lens_centred,nullold,10,125,0.035261,0.029320,0.035766,0.032268,7.0
lens_centred,nullold,11,125,0.007820,0.006664,0.009042,0.013570,13.0
rot2026,clean_last,0,125,0.016146,0.014389,0.019756,0.017057,14.0
rot2026,clean_last,1,125,0.019478,0.017557,0.023887,0.020523,16.0
rot2026,clean_last,2,125,0.022848,0.019051,0.027798,0.023227,16.0
rot2026,clean_last,3,125,0.017605,0.013168,0.023681,0.018136,15.0
rot2026,clean_last,4,125,0.018283,0.014093,0.021757,0.018357,15.0
rot2026,clean_last,5,125,0.014993,0.011842,0.018723,0.015825,14.0
rot2026,clean_last,6,125,0.013534,0.010114,0.017869,0.014165,12.0
rot2026,clean_last,7,125,0.013269,0.009420,0.017122,0.013837,11.0
rot2026,clean_last,8,125,0.012561,0.009325,0.016497,0.013312,11.0
rot2026,clean_last,9,125,0.009648,0.006913,0.013513,0.010274,9.0
rot2026,clean_last,10,125,0.011770,0.008638,0.015355,0.012093,11.0
rot2026,clean_last,11,125,0.044201,0.041168,0.047560,0.044430,25.0
rot2026,clean_mean,0,125,0.019412,0.017704,0.020906,0.019324,14.0
rot2026,clean_mean,1,125,0.020764,0.019524,0.022194,0.020740,19.0
rot2026,clean_mean,2,125,0.024878,0.024240,0.025321,0.024691,18.0
rot2026,clean_mean,3,125,0.017328,0.016628,0.017717,0.017125,15.0
rot2026,clean_mean,4,125,0.012603,0.012131,0.012980,0.012536,14.0
rot2026,clean_mean,5,125,0.008581,0.008197,0.008962,0.008574,14.0
rot2026,clean_mean,6,125,0.009192,0.008557,0.009627,0.009088,11.0
rot2026,clean_mean,7,125,0.008581,0.007944,0.009085,0.008484,10.0
rot2026,clean_mean,8,125,0.008631,0.008032,0.009068,0.008604,9.0
rot2026,clean_mean,9,125,0.005178,0.004669,0.005589,0.005201,7.0
rot2026,clean_mean,10,125,0.008179,0.007560,0.008996,0.008208,11.0
rot2026,clean_mean,11,125,0.042649,0.040573,0.044345,0.042373,25.0
rot2026,directions,0,2,0.016343,0.012989,0.019697,0.016343,17.5
rot2026,directions,1,2,0.019036,0.016723,0.021350,0.019036,18.0
rot2026,directions,2,2,0.017974,0.014278,0.021670,0.017974,19.5
rot2026,directions,3,2,0.016338,0.014966,0.017710,0.016338,15.0
rot2026,directions,4,2,0.014592,0.014277,0.014906,0.014592,14.0
rot2026,directions,5,2,0.014108,0.012339,0.015877,0.014108,14.5
rot2026,directions,6,2,0.011851,0.010574,0.013129,0.011851,12.5
rot2026,directions,7,2,0.013331,0.010739,0.015922,0.013331,10.5
rot2026,directions,8,2,0.013277,0.010386,0.016167,0.013277,8.5
rot2026,directions,9,2,0.014265,0.009064,0.019465,0.014265,8.5
rot2026,directions,10,2,0.014293,0.010075,0.018511,0.014293,12.5
rot2026,directions,11,2,0.045632,0.036501,0.054763,0.045632,25.0
rot2026,lang,0,125,0.012495,0.011417,0.023794,0.016726,13.0
rot2026,lang,1,125,0.019285,0.017910,0.022442,0.020343,18.0
rot2026,lang,2,125,0.023652,0.022816,0.030638,0.026112,18.0
rot2026,lang,3,125,0.016364,0.015522,0.024600,0.019531,14.0
rot2026,lang,4,125,0.010698,0.010076,0.017627,0.013484,14.0
rot2026,lang,5,125,0.010279,0.009513,0.012743,0.011288,11.0
rot2026,lang,6,125,0.009425,0.009177,0.009685,0.010370,10.0
rot2026,lang,7,125,0.013832,0.010448,0.014396,0.013530,12.0
rot2026,lang,8,125,0.016268,0.012938,0.016414,0.015821,11.0
rot2026,lang,9,125,0.013628,0.008604,0.014095,0.012368,12.0
rot2026,lang,10,125,0.016640,0.011826,0.018304,0.016118,10.0
rot2026,lang,11,125,0.062739,0.060904,0.064864,0.063670,25.0
rot2026,named,0,10,0.017103,0.011991,0.024135,0.018152,14.0
rot2026,named,1,10,0.020567,0.019055,0.022282,0.020547,15.0
rot2026,named,2,10,0.024185,0.018824,0.029975,0.024470,15.0
rot2026,named,3,10,0.018452,0.014922,0.026240,0.020617,13.0
rot2026,named,4,10,0.014558,0.012323,0.020879,0.016342,12.0
rot2026,named,5,10,0.013894,0.013284,0.015850,0.014667,11.0
rot2026,named,6,10,0.010037,0.009657,0.010238,0.010094,10.0
rot2026,named,7,10,0.014555,0.012500,0.015703,0.013695,10.5
rot2026,named,8,10,0.016454,0.015420,0.016545,0.015696,11.0
rot2026,named,9,10,0.014222,0.011820,0.016077,0.013183,12.0
rot2026,named,10,10,0.018559,0.015627,0.020907,0.017339,13.5
rot2026,named,11,10,0.054124,0.052714,0.060070,0.056552,25.0
rot2026,noise17,0,125,0.015923,0.012281,0.021016,0.016424,13.0
rot2026,noise17,1,125,0.022171,0.018459,0.024663,0.021449,16.0
rot2026,noise17,2,125,0.024741,0.022857,0.027086,0.024462,17.0
rot2026,noise17,3,125,0.018966,0.015798,0.024119,0.019662,13.0
rot2026,noise17,4,125,0.012841,0.010254,0.018225,0.014080,12.0
rot2026,noise17,5,125,0.010330,0.009690,0.014641,0.012094,10.0
rot2026,noise17,6,125,0.009789,0.009067,0.014814,0.011115,10.0
rot2026,noise17,7,125,0.014298,0.010956,0.016902,0.013888,12.0
rot2026,noise17,8,125,0.016292,0.011338,0.018900,0.015103,12.0
rot2026,noise17,9,125,0.013879,0.009951,0.014391,0.012499,12.0
rot2026,noise17,10,125,0.018145,0.013800,0.020338,0.016744,12.0
rot2026,noise17,11,125,0.062883,0.059855,0.071457,0.063810,25.0
rot2026,nullold,0,125,0.024705,0.012853,0.026147,0.019985,19.0
rot2026,nullold,1,125,0.019000,0.014771,0.019922,0.016844,16.0
rot2026,nullold,2,125,0.028645,0.020169,0.029957,0.025495,14.0
rot2026,nullold,3,125,0.020718,0.013045,0.021522,0.017610,14.0
rot2026,nullold,4,125,0.015549,0.010639,0.016726,0.013879,12.0
rot2026,nullold,5,125,0.010561,0.008207,0.011050,0.009780,11.0
rot2026,nullold,6,125,0.008062,0.007820,0.008425,0.008063,8.0
rot2026,nullold,7,125,0.008567,0.008060,0.008760,0.008407,8.0
rot2026,nullold,8,125,0.010082,0.009112,0.010407,0.009716,9.0
rot2026,nullold,9,125,0.005936,0.005435,0.006195,0.005777,7.0
rot2026,nullold,10,125,0.008145,0.007155,0.008557,0.007457,11.0
rot2026,nullold,11,125,0.070344,0.064974,0.072190,0.066819,25.0
rot2027,clean_last,0,125,0.008692,0.006750,0.010803,0.009246,10.0
rot2027,clean_last,1,125,0.013838,0.012052,0.015858,0.014027,13.0
rot2027,clean_last,2,125,0.015257,0.013154,0.018448,0.016378,15.0
rot2027,clean_last,3,125,0.018300,0.014302,0.021356,0.018758,14.0
rot2027,clean_last,4,125,0.011285,0.009567,0.015335,0.012627,11.0
rot2027,clean_last,5,125,0.011912,0.008664,0.015633,0.012352,11.0
rot2027,clean_last,6,125,0.012354,0.008758,0.016373,0.012713,11.0
rot2027,clean_last,7,125,0.012578,0.009334,0.016796,0.013140,11.0
rot2027,clean_last,8,125,0.010569,0.008299,0.014612,0.011406,9.0
rot2027,clean_last,9,125,0.010862,0.008304,0.014101,0.011443,10.0
rot2027,clean_last,10,125,0.015201,0.011895,0.017794,0.014939,14.0
rot2027,clean_last,11,125,0.039184,0.036146,0.042325,0.039418,25.0
rot2027,clean_mean,0,125,0.006514,0.005680,0.007803,0.006827,11.0
rot2027,clean_mean,1,125,0.010944,0.010208,0.011868,0.011023,12.0
rot2027,clean_mean,2,125,0.008334,0.008024,0.008599,0.008352,10.0
rot2027,clean_mean,3,125,0.007675,0.007349,0.007948,0.007685,8.0
rot2027,clean_mean,4,125,0.008476,0.008072,0.008762,0.008446,10.0
rot2027,clean_mean,5,125,0.007598,0.007270,0.008133,0.007708,11.0
rot2027,clean_mean,6,125,0.008524,0.008167,0.008871,0.008531,13.0
rot2027,clean_mean,7,125,0.011010,0.010565,0.011543,0.011006,16.0
rot2027,clean_mean,8,125,0.008734,0.008144,0.009280,0.008712,11.0
rot2027,clean_mean,9,125,0.007344,0.006910,0.008005,0.007454,9.0
rot2027,clean_mean,10,125,0.008332,0.007685,0.008907,0.008349,10.0
rot2027,clean_mean,11,125,0.038056,0.036493,0.039813,0.038159,25.0
rot2027,directions,0,2,0.016769,0.013553,0.019985,0.016769,16.5
rot2027,directions,1,2,0.022161,0.017360,0.026961,0.022161,19.0
rot2027,directions,2,2,0.024713,0.016670,0.032756,0.024713,14.5
rot2027,directions,3,2,0.021785,0.014959,0.028610,0.021785,14.5
rot2027,directions,4,2,0.018966,0.014259,0.023673,0.018966,11.0
rot2027,directions,5,2,0.015382,0.012042,0.018722,0.015382,11.5
rot2027,directions,6,2,0.013227,0.011540,0.014915,0.013227,14.0
rot2027,directions,7,2,0.011164,0.010675,0.011653,0.011164,14.5
rot2027,directions,8,2,0.010089,0.009717,0.010461,0.010089,10.0
rot2027,directions,9,2,0.010051,0.009120,0.010982,0.010051,11.0
rot2027,directions,10,2,0.013335,0.010919,0.015750,0.013335,13.0
rot2027,directions,11,2,0.045298,0.044378,0.046218,0.045298,25.0
rot2027,lang,0,125,0.014022,0.010852,0.014509,0.012461,11.0
rot2027,lang,1,125,0.010877,0.010619,0.011711,0.011145,12.0
rot2027,lang,2,125,0.010328,0.008658,0.010366,0.010195,14.0
rot2027,lang,3,125,0.012531,0.006781,0.012722,0.010962,13.0
rot2027,lang,4,125,0.010921,0.006087,0.011492,0.009662,12.0
rot2027,lang,5,125,0.012890,0.007276,0.013710,0.011293,13.0
rot2027,lang,6,125,0.018612,0.009226,0.019413,0.015842,14.0
rot2027,lang,7,125,0.016807,0.010588,0.017538,0.014794,13.0
rot2027,lang,8,125,0.015235,0.009268,0.015680,0.013565,15.0
rot2027,lang,9,125,0.012897,0.007828,0.013065,0.011301,11.0
rot2027,lang,10,125,0.012584,0.009245,0.013317,0.011860,11.0
rot2027,lang,11,125,0.044652,0.036649,0.045812,0.040487,25.0
rot2027,named,0,10,0.015013,0.013078,0.015086,0.013901,15.0
rot2027,named,1,10,0.013034,0.012465,0.013174,0.013021,13.0
rot2027,named,2,10,0.012253,0.009824,0.015188,0.012299,15.0
rot2027,named,3,10,0.014874,0.011154,0.019377,0.014644,14.5
rot2027,named,4,10,0.012445,0.010695,0.015235,0.012033,13.5
rot2027,named,5,10,0.014095,0.011868,0.017733,0.013896,14.0
rot2027,named,6,10,0.017858,0.011821,0.024248,0.017701,12.0
rot2027,named,7,10,0.016702,0.010515,0.019998,0.015525,16.0
rot2027,named,8,10,0.014846,0.010963,0.019951,0.015027,13.5
rot2027,named,9,10,0.012743,0.011126,0.017781,0.013534,12.0
rot2027,named,10,10,0.019164,0.012600,0.022270,0.017323,12.0
rot2027,named,11,10,0.042196,0.038647,0.045711,0.041173,25.0
rot2027,noise17,0,125,0.011184,0.008034,0.014495,0.011838,12.0
rot2027,noise17,1,125,0.010920,0.010574,0.012155,0.012145,12.0
rot2027,noise17,2,125,0.010343,0.009202,0.011610,0.010664,10.0
rot2027,noise17,3,125,0.011910,0.009767,0.012757,0.011084,11.0
